"","ID","Title","U","N1","AUC","P.Value","adj.P.Val"
"GO:1900449","GO:1900449","regulation of glutamate receptor signaling pathway",247326,30,0.623238584820079,0.00975790749579551,0.248409522868049
"GO:0051082","GO:0051082","unfolded protein binding",483771,86,0.427060749016589,0.00976018398135214,0.248409522868049
"GO:0031902","GO:0031902","late endosome membrane",655861,87,0.572365969471418,0.00989172601347771,0.248409522868049
"GO:0060079","GO:0060079","excitatory postsynaptic potential",436231,56,0.590049938321034,0.00992104309194878,0.248409522868049
"GO:0005980","GO:0005980","glycogen catabolic process",232269,28,0.627008422416586,0.0100217994888402,0.248409522868049
"GO:0009251","GO:0009251","glucan catabolic process",232269,28,0.627008422416586,0.0100217994888402,0.248409522868049
"GO:0044247","GO:0044247","cellular polysaccharide catabolic process",232269,28,0.627008422416586,0.0100217994888402,0.248409522868049
"GO:0003823","GO:0003823","antigen binding",578256,76,0.577198572215701,0.010047980861812,0.248409522868049
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation",393420,71,0.420196159897124,0.0100882704376091,0.248409522868049
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly",399987,51,0.593842837354522,0.010252726769546,0.248409522868049
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly",399987,51,0.593842837354522,0.010252726769546,0.248409522868049
"GO:0097031","GO:0097031","mitochondrial respiratory chain complex I biogenesis",399987,51,0.593842837354522,0.010252726769546,0.248409522868049
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway",393624,71,0.420414044134375,0.0102598741787146,0.248409522868049
"GO:0072088","GO:0072088","nephron epithelium morphogenesis",577994,76,0.576937051321978,0.010260678201097,0.248409522868049
"GO:0003954","GO:0003954","NADH dehydrogenase activity",298417,37,0.6100389020743,0.0102977941249856,0.248409522868049
"GO:0008137","GO:0008137","NADH dehydrogenase (ubiquinone) activity",298417,37,0.6100389020743,0.0102977941249856,0.248409522868049
"GO:0050136","GO:0050136","NADH dehydrogenase (quinone) activity",298417,37,0.6100389020743,0.0102977941249856,0.248409522868049
"GO:0032958","GO:0032958","inositol phosphate biosynthetic process",156728,18,0.657636790869419,0.0103040898300582,0.248409522868049
"GO:0031968","GO:0031968","organelle outer membrane",1227174,170,0.551548791888393,0.010355858475502,0.248409522868049
"GO:0032506","GO:0032506","cytokinetic process",54190,13,0.314719632952929,0.010364268830271,0.248409522868049
"GO:1902932","GO:1902932","positive regulation of alcohol biosynthetic process",194620,23,0.639345608646376,0.0103651760295569,0.248409522868049
"GO:0048020","GO:0048020","CCR chemokine receptor binding",167464,33,0.383717706364209,0.0104165136927303,0.248694264413937
"GO:0032420","GO:0032420","stereocilium",185162,36,0.389002336173717,0.0106169337624651,0.251863613391666
"GO:0043457","GO:0043457","regulation of cellular respiration",171702,20,0.648519413808732,0.0107524460921124,0.251863613391666
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production",167774,33,0.384428023142579,0.0108128113362566,0.251863613391666
"GO:0071636","GO:0071636","positive regulation of transforming growth factor beta production",70835,16,0.33432921764084,0.0108924667703167,0.251863613391666
"GO:0086019","GO:0086019","cell-cell signaling involved in cardiac conduction",163979,19,0.651897702561411,0.0109573083589865,0.251863613391666
"GO:0061333","GO:0061333","renal tubule morphogenesis",591239,78,0.575112836076417,0.0109776642907062,0.251863613391666
"GO:0044818","GO:0044818","mitotic G2/M transition checkpoint",156336,18,0.655991943605237,0.010983732561587,0.251863613391666
"GO:0051775","GO:0051775","response to redox state",101915,11,0.699403638559674,0.0110136432263759,0.251863613391666
"GO:0030672","GO:0030672","synaptic vesicle membrane",427938,55,0.589312346367561,0.0110220390037221,0.251863613391666
"GO:0099501","GO:0099501","exocytic vesicle membrane",427938,55,0.589312346367561,0.0110220390037221,0.251863613391666
"GO:0007272","GO:0007272","ensheathment of neurons",793851,107,0.564152400904803,0.0110287731708868,0.251863613391666
"GO:0008366","GO:0008366","axon ensheathment",793851,107,0.564152400904803,0.0110287731708868,0.251863613391666
"GO:0004602","GO:0004602","glutathione peroxidase activity",148613,17,0.660217595081232,0.0111043501128879,0.25267407495138
"GO:0099531","GO:0099531","presynaptic process involved in synaptic transmission",1027855,141,0.555748400781402,0.0112793406109608,0.253955062689664
"GO:0071248","GO:0071248","cellular response to metal ion",972936,133,0.557356820622986,0.0113102646328112,0.253955062689664
"GO:0060191","GO:0060191","regulation of lipase activity",644324,112,0.437615461520071,0.0113848751796728,0.253955062689664
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction",341078,43,0.600230534364579,0.0115131141504566,0.253955062689664
"GO:0000394","GO:0000394","RNA splicing, via endonucleolytic cleavage and ligation",109583,12,0.689409381448488,0.0115504953926128,0.253955062689664
"GO:0000097","GO:0000097","sulfur amino acid biosynthetic process",156017,18,0.654653407183619,0.0115652686085101,0.253955062689664
"GO:0016776","GO:0016776","phosphotransferase activity, phosphate group as acceptor",260677,32,0.615919873733555,0.0116431466107297,0.253955062689664
"GO:0004712","GO:0004712","protein serine/threonine/tyrosine kinase activity",311863,39,0.604923759700974,0.0117134341210805,0.253955062689664
"GO:0002251","GO:0002251","organ or tissue specific immune response",145163,29,0.37838239395685,0.0117209585765189,0.253955062689664
"GO:0098815","GO:0098815","modulation of excitatory postsynaptic potential",238468,29,0.621591540007455,0.0117358306502851,0.253955062689664
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport",785930,106,0.56374954092641,0.0117738741054587,0.253955062689664
"GO:0050908","GO:0050908","detection of light stimulus involved in visual perception",88067,19,0.350109922438092,0.0118625198583589,0.253955062689664
"GO:0050962","GO:0050962","detection of light stimulus involved in sensory perception",88067,19,0.350109922438092,0.0118625198583589,0.253955062689664
"GO:0050921","GO:0050921","positive regulation of chemotaxis",693898,120,0.440134216268331,0.0118689450421778,0.253955062689664
"GO:0010803","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway",355237,45,0.597453686184482,0.0118899200092387,0.253955062689664
"GO:1903859","GO:1903859","regulation of dendrite extension",155819,18,0.653822591473649,0.0119395163041847,0.253955062689664
"GO:1903861","GO:1903861","positive regulation of dendrite extension",155819,18,0.653822591473649,0.0119395163041847,0.253955062689664
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process",657307,114,0.438667899969034,0.0119545295274803,0.253955062689664
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process",657307,114,0.438667899969034,0.0119545295274803,0.253955062689664
"GO:0008173","GO:0008173","RNA methyltransferase activity",174480,34,0.388064481691043,0.0119735138666606,0.253955062689664
"GO:0042596","GO:0042596","fear response",304353,38,0.605846404968548,0.012006760063703,0.253955062689664
"GO:0060539","GO:0060539","diaphragm development",44248,11,0.303657088740504,0.0120745796251985,0.25453536915594
"GO:0010576","GO:0010576","metalloenzyme regulator activity",65989,15,0.332195625361826,0.0122263962052315,0.256518482838173
"GO:0018023","GO:0018023","peptidyl-lysine trimethylation",185928,22,0.638506552377813,0.0122726570953113,0.256518482838173
"GO:0043113","GO:0043113","receptor clustering",362109,46,0.595817043794179,0.012314326749843,0.256518482838173
"GO:0050771","GO:0050771","negative regulation of axonogenesis",476625,62,0.582562897847833,0.0123314453910783,0.256518482838173
"GO:0051571","GO:0051571","positive regulation of histone H3-K4 methylation",124811,14,0.673140397808172,0.0124532012997553,0.258199104580123
"GO:0010518","GO:0010518","positive regulation of phospholipase activity",474997,84,0.429233808294838,0.0125607463159991,0.258575703964157
"GO:0045236","GO:0045236","CXCR chemokine receptor binding",71693,16,0.338378832502643,0.0126098828883605,0.258575703964157
"GO:0051851","GO:0051851","modification by host of symbiont morphology or physiology",275779,51,0.409436766301887,0.0126760581013554,0.258575703964157
"GO:2000027","GO:2000027","regulation of organ morphogenesis",1311295,183,0.548034145169211,0.0126998447578718,0.258575703964157
"GO:0045026","GO:0045026","plasma membrane fusion",145833,29,0.380128818348404,0.0127542940793337,0.258575703964157
"GO:0031664","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway",77339,17,0.343580767402498,0.0127888284906007,0.258575703964157
"GO:2000482","GO:2000482","regulation of interleukin-8 secretion",77377,17,0.343749583512886,0.0128685683347711,0.258575703964157
"GO:0097381","GO:0097381","photoreceptor disc membrane",82986,18,0.348212487411883,0.0129008994619631,0.258575703964157
"GO:0086003","GO:0086003","cardiac muscle cell contraction",332739,42,0.599451962988585,0.0129053721175317,0.258575703964157
"GO:0050891","GO:0050891","multicellular organismal water homeostasis",305960,56,0.413844222736815,0.0129206098443127,0.258575703964157
"GO:0042487","GO:0042487","regulation of odontogenesis of dentin-containing tooth",124606,14,0.672034775855374,0.0129226315641297,0.258575703964157
"GO:0051898","GO:0051898","negative regulation of protein kinase B signaling",169445,33,0.388256859712436,0.013182771839553,0.262946237040198
"GO:0048025","GO:0048025","negative regulation of mRNA splicing, via spliceosome",44709,11,0.306820755299656,0.0132632215989672,0.26311567029123
"GO:0000793","GO:0000793","condensed chromosome",1002531,170,0.450583830720552,0.0132945039177213,0.26311567029123
"GO:0070230","GO:0070230","positive regulation of lymphocyte apoptotic process",94463,20,0.356787279045173,0.0133164998925754,0.26311567029123
"GO:0048484","GO:0048484","enteric nervous system development",108774,12,0.68431979465499,0.0135277817619988,0.266455026393369
"GO:0000291","GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic",251928,31,0.614403090452813,0.0137678299814245,0.269337590094879
"GO:0051702","GO:0051702","interaction with symbiont",288669,53,0.412463832310517,0.0137952537517362,0.269337590094879
"GO:0045334","GO:0045334","clathrin-coated endocytic vesicle",482392,63,0.580296769459331,0.0138169526807819,0.269337590094879
"GO:0031674","GO:0031674","I band",852528,116,0.559228375463767,0.013903501637995,0.269337590094879
"GO:0010469","GO:0010469","regulation of receptor activity",886972,121,0.557992472211161,0.0139173595984655,0.269337590094879
"GO:0033683","GO:0033683","nucleotide-excision repair, DNA incision",281135,35,0.607458864964726,0.0139305179074933,0.269337590094879
"GO:0007269","GO:0007269","neurotransmitter secretion",969321,133,0.555285929108486,0.0139934263632015,0.269543234243687
"GO:0009310","GO:0009310","amine catabolic process",147179,17,0.653847008178696,0.0140513034759532,0.269543234243687
"GO:0005200","GO:0005200","structural constituent of cytoskeleton",706807,95,0.565226292198627,0.0141071956541626,0.269543234243687
"GO:0010517","GO:0010517","regulation of phospholipase activity",537576,94,0.434434337361082,0.014112211216947,0.269543234243687
"GO:0006833","GO:0006833","water transport",211359,40,0.399756014525647,0.0141602932162169,0.269644495896722
"GO:0033238","GO:0033238","regulation of cellular amine metabolic process",650696,87,0.567858504883159,0.014434411825242,0.27239863122391
"GO:0004549","GO:0004549","tRNA-specific ribonuclease activity",131691,15,0.66294646228196,0.0144516468853505,0.27239863122391
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly",1186877,165,0.549392342426788,0.0144808011179101,0.27239863122391
"GO:0006733","GO:0006733","oxidoreduction coenzyme metabolic process",733977,126,0.443589269396458,0.014519457969564,0.27239863122391
"GO:1903205","GO:1903205","regulation of hydrogen peroxide-induced cell death",146975,17,0.652940732217666,0.0145210122308795,0.27239863122391
"GO:0002347","GO:0002347","response to tumor cell",61539,14,0.331896923674332,0.0147180216119237,0.274823384977396
"GO:0006694","GO:0006694","steroid biosynthetic process",1064124,147,0.55212712802305,0.0147374748726575,0.274823384977396
"GO:0071380","GO:0071380","cellular response to prostaglandin E stimulus",83897,18,0.352035078885532,0.0148885835508678,0.276822248144896
"GO:0045211","GO:0045211","postsynaptic membrane",1408987,198,0.54487717914211,0.0149649670129739,0.277424079655219
"GO:0048741","GO:0048741","skeletal muscle fiber development",243851,30,0.61448190706582,0.0150194591684335,0.277617745274594
"GO:0090102","GO:0090102","cochlea development",331182,42,0.596646921480457,0.015148844427437,0.279190545105658
"GO:0031683","GO:0031683","G-protein beta/gamma-subunit complex binding",101099,21,0.363695557546128,0.0153113407392212,0.281362625887204
"GO:0048641","GO:0048641","regulation of skeletal muscle tissue development",359854,46,0.592106648764628,0.0153802162630489,0.281785257342933
"GO:0016814","GO:0016814","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",170801,33,0.391363922781692,0.0154237527817407,0.281785257342933
"GO:0032800","GO:0032800","receptor biosynthetic process",124162,25,0.375310209325172,0.0154815800472492,0.282024274675757
"GO:0036474","GO:0036474","cell death in response to hydrogen peroxide",161684,19,0.642773941425056,0.0156129239198574,0.283283674516011
"GO:0031420","GO:0031420","alkali metal ion binding",169213,20,0.639118446895301,0.0156406026862719,0.283283674516011
"GO:0016684","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor",316280,40,0.598199425026479,0.0158532253828081,0.286264143451473
"GO:0007431","GO:0007431","salivary gland development",316254,40,0.598150249659555,0.0158959940041275,0.286264143451473
"GO:0072606","GO:0072606","interleukin-8 secretion",101493,21,0.365112940998716,0.0161992175245078,0.28982822103969
"GO:0009975","GO:0009975","cyclase activity",90124,19,0.358287515752899,0.0162515905503478,0.28982822103969
